,CASHPOINTID,OPERATIONDATE,AMT_SCALED
77,2,2020-01-16,0.021278106845073225
78,2,2020-01-17,0.015212852090169175
79,2,2020-01-18,0.017400321018167356
80,2,2020-01-19,0.014133321969858385
81,2,2020-01-20,0.01082370989048451
82,2,2020-01-21,0.016491243022116162
83,2,2020-01-22,0.08062385477479013
84,2,2020-01-23,0.06445220948566072
85,2,2020-01-24,0.025930029402991432
86,2,2020-01-25,0.027016661695146372
87,2,2020-01-26,0.030283660743455353
88,2,2020-01-27,0.03372111191602392
89,2,2020-01-28,0.03391997272766012
90,2,2020-01-29,0.0243036320506811
91,2,2020-01-30,0.018621894575361148
92,2,2020-01-31,0.033451229385946225
93,3,2020-01-01,0.010939281641961231
94,3,2020-01-02,0.12517816419612315
95,3,2020-01-03,0.012756556442417332
96,3,2020-01-04,0.03708190801976435
97,3,2020-01-05,0.03237837324211326
98,3,2020-01-06,0.04133409350057013
99,3,2020-01-07,0.0072215887495248945
100,3,2020-01-08,0.019217977955150133
101,3,2020-01-09,0.019574306347396427
102,3,2020-01-10,0.018814139110604332
103,3,2020-01-11,0.050337324211326494
104,3,2020-01-12,0.017483846446218167
105,3,2020-01-13,0.014847016343595589
106,3,2020-01-14,0.021094640820980615
107,3,2020-01-15,0.03729570505511213
108,3,2020-01-16,0.017436335993918663
109,3,2020-01-17,0.026083238312428734
110,3,2020-01-18,0.04625142531356898
111,3,2020-01-19,0.007910490307867732
112,3,2020-01-20,0.03451634359559103
113,3,2020-01-21,0.022187381223869252
114,3,2020-01-22,0.01555967312808818
115,3,2020-01-23,0.024776700874192318
116,3,2020-01-24,0.018172748004561003
117,3,2020-01-25,0.04765298365640441
118,3,2020-01-26,0.032758456860509315
119,3,2020-01-27,0.008195553021664767
120,3,2020-01-28,0.012210186240973012
121,3,2020-01-29,0.03278221208665907
122,3,2020-01-30,0.0556822500950209
123,3,2020-01-31,0.018624097301406312
124,4,2020-01-01,0.012721483641216447
125,4,2020-01-02,0.023992399022316993
126,4,2020-01-03,0.09781907062091573
127,4,2020-01-04,0.10589148298846073
128,4,2020-01-05,0.11072912813594725
129,4,2020-01-06,0.09372121528608834
130,4,2020-01-07,0.019024202731420036
131,4,2020-01-08,0.08490901310588424
132,4,2020-01-09,0.1012714230799916
133,4,2020-01-10,0.12788209781181778
134,4,2020-01-11,0.07942586508264612
135,4,2020-01-12,0.09959601673955774
136,4,2020-01-13,0.09644103077380566
137,4,2020-01-14,0.04034755615512377
138,4,2020-01-15,0.07896168323940904
139,4,2020-01-16,0.11114254009008029
140,4,2020-01-17,0.1022868208620727
141,4,2020-01-18,0.09150909868941158
142,4,2020-01-19,0.05777613380041632
143,4,2020-01-20,0.11004736105369277
144,4,2020-01-21,0.07131718850859824
145,4,2020-01-22,0.17227673941266494
146,4,2020-01-23,0.28566040746462423
147,4,2020-01-24,0.14941578363323832
148,4,2020-01-25,0.10868382688918383
149,4,2020-01-26,0.14420824357942227
150,4,2020-01-27,0.09432320111403641
151,4,2020-01-28,0.0888908229799024
152,4,2020-01-29,0.10287430100741966
153,4,2020-01-30,0.10551433524083059
154,4,2020-01-31,0.17610623961937089
155,5,2020-01-01,0.03332317189345731
156,5,2020-01-02,0.047536485920054876
157,5,2020-01-03,0.0902843932985304
158,5,2020-01-04,0.13091745100280708
159,5,2020-01-05,0.14325089865233906
160,5,2020-01-06,0.13514715035120475
161,5,2020-01-07,0.06345819202581006
162,5,2020-01-08,0.10879091567275083
163,5,2020-01-09,0.10231299775178143
164,5,2020-01-10,0.1357314331440765
165,5,2020-01-11,0.17069948811746624
166,5,2020-01-12,0.15714666768281063
167,5,2020-01-13,0.10097930876805243
168,5,2020-01-14,0.11053106225152104
169,5,2020-01-15,0.15177380634835957
170,5,2020-01-16,0.21668000355650396
171,5,2020-01-17,0.2191568545262864
172,5,2020-01-18,0.2217988288940543
173,5,2020-01-19,0.07927193283288243
174,5,2020-01-20,0.1300791322130346
175,5,2020-01-21,0.12939323502140254
176,5,2020-01-22,0.14990664177113897
177,5,2020-01-23,0.2223069008878558
178,5,2020-01-24,0.11883803935017594
179,5,2020-01-25,0.1805687865970608
180,5,2020-01-26,0.19059050667479585
181,5,2020-01-27,0.16098261123601212
182,5,2020-01-28,0.12760228124325218
183,5,2020-01-29,0.13823368771354902
184,5,2020-01-30,0.15108790915672754
185,5,2020-01-31,0.18547168133724548
186,6,2020-01-01,0.04303431872239211
187,6,2020-01-02,0.0440451919809718
188,6,2020-01-03,0.06355759429153925
189,6,2020-01-04,0.08876996262317362
190,6,2020-01-05,0.11977007588628384
191,6,2020-01-06,0.04899762147468569
192,6,2020-01-07,0.07144636991731794
193,6,2020-01-08,0.08015630309208291
194,6,2020-01-09,0.08111903952882547
195,6,2020-01-10,0.10564050288820932
196,6,2020-01-11,0.09907124249631893
197,6,2020-01-12,0.1201834862385321
198,6,2020-01-13,0.0273190621814475
199,6,2020-01-14,0.2472986748216106
200,6,2020-01-15,0.09064446709706649
201,6,2020-01-16,0.10127987314531657
202,6,2020-01-17,0.11500736210216332
203,6,2020-01-18,0.0782308302185978
204,6,2020-01-19,0.04751387473100011
205,6,2020-01-20,0.08474345905538566
206,6,2020-01-21,0.0745044738928531
207,6,2020-01-22,0.051138294257560314
208,6,2020-01-23,0.08876429946766339
209,6,2020-01-24,0.0980292218824329
210,6,2020-01-25,0.10757730207271492
211,6,2020-01-26,0.05180654660776984
212,6,2020-01-27,0.0746290633140786
213,6,2020-01-28,0.09702118020160833
214,6,2020-01-29,0.06971344433118133
215,6,2020-01-30,0.10422471401064674
216,6,2020-01-31,0.12662815720919698
217,7,2020-01-01,0.010508958456389052
218,7,2020-01-02,0.0160710769836582
219,7,2020-01-03,0.029262650127977952
220,7,2020-01-04,0.04242961212837173
221,7,2020-01-05,0.041223666075999206
222,7,2020-01-06,0.0370889938964363
223,7,2020-01-07,0.03324965544398503
224,7,2020-01-08,0.04804095294349281
225,7,2020-01-09,0.029877928726127195
226,7,2020-01-10,0.07245520771805473
227,7,2020-01-11,0.04144516637133294
228,7,2020-01-12,0.04511222681630243
229,7,2020-01-13,0.04154361094703682
230,7,2020-01-14,0.02909037212049616
231,7,2020-01-15,0.040952943492813546
232,7,2020-01-16,0.03059165189998031
233,7,2020-01-17,0.036252215002953336
234,7,2020-01-18,0.03155148651309312
235,7,2020-01-19,0.04434928135459736
236,7,2020-01-20,0.040091553455404605
237,7,2020-01-21,0.0323882654065761
238,7,2020-01-22,0.1138019295136838
239,7,2020-01-23,0.14441819255759006
240,7,2020-01-24,0.07914943886591849
241,7,2020-01-25,0.09696790706832054
242,7,2020-01-26,0.06278302815514865
243,7,2020-01-27,0.05148651309312857
244,7,2020-01-28,0.06142941523922032
245,7,2020-01-29,0.06139249852333137
246,7,2020-01-30,0.03795038393384525
247,7,2020-01-31,0.07275054144516636
248,8,2020-01-01,0.022000669809619497
249,8,2020-01-02,0.040781101063966825
250,8,2020-01-03,0.030837004405286344
251,8,2020-01-04,0.11878815982687996
252,8,2020-01-05,0.2476749877630935
253,8,2020-01-06,0.045753149393307053
254,8,2020-01-07,0.03423757631965376
255,8,2020-01-08,0.06182858026122575
256,8,2020-01-09,0.09274287039183864
257,8,2020-01-10,0.10142463353685242
258,8,2020-01-11,0.044310482520545126
259,8,2020-01-12,0.04219800602828658
260,8,2020-01-13,0.05165262642656568
261,8,2020-01-14,0.04783986397712343
262,8,2020-01-15,0.12412087487441069
263,8,2020-01-16,0.05265734085581061
264,8,2020-01-17,0.12940206610505708
265,8,2020-01-18,0.07550815364402196
266,8,2020-01-19,0.05634129376304198
267,8,2020-01-20,0.06082386583198082
268,8,2020-01-21,0.02777133730066723
269,8,2020-01-22,0.042378339387381815
270,8,2020-01-23,0.05786124636113043
271,8,2020-01-24,0.04173429167632738
272,8,2020-01-25,0.04722157817451116
273,8,2020-01-26,0.042584434654919234
274,8,2020-01-27,0.048664245047273104
275,8,2020-01-28,0.2605044181672978
276,8,2020-01-29,0.04992657856093981
277,8,2020-01-30,0.284643326377618
278,8,2020-01-31,0.0521936265038514
279,9,2020-01-01,0.00895002402691014
280,9,2020-01-02,0.02096347909658818
281,9,2020-01-03,0.21520102514816594
282,9,2020-01-04,0.0773866730738427
283,9,2020-01-05,0.08972048694537882
284,9,2020-01-06,0.05782476373538362
285,9,2020-01-07,0.04605157776709915
286,9,2020-01-08,0.09404533077046291
287,9,2020-01-09,0.0527390677558866
288,9,2020-01-10,0.3949823802658978
289,9,2020-01-11,0.08395402851193338
290,9,2020-01-12,0.07590501361524908
291,9,2020-01-13,0.07708633669710076
292,9,2020-01-14,0.07057904853435848
293,9,2020-01-15,0.24571520102514813
294,9,2020-01-16,0.17305382027871216
295,9,2020-01-17,0.14968765016818839
296,9,2020-01-18,0.13833493512734263
297,9,2020-01-19,0.04467003043408618
298,9,2020-01-20,0.10499759730898607
299,9,2020-01-21,0.11421792407496395
300,9,2020-01-22,0.09649807784718886
301,9,2020-01-23,0.07141999038923595
302,9,2020-01-24,0.12660179400929042
303,9,2020-01-25,0.27555862566074
304,9,2020-01-26,0.1287241710716002
305,9,2020-01-27,0.048934806983821875
306,9,2020-01-28,0.06034758930001601
307,9,2020-01-29,0.11312670190613487
308,9,2020-01-30,0.08649687650168188
309,9,2020-01-31,0.1576966202146404
310,10,2020-01-01,0.0
311,10,2020-01-02,0.0
312,10,2020-01-03,0.0
313,10,2020-01-04,0.0
314,10,2020-01-05,0.0
315,10,2020-01-06,0.0
316,10,2020-01-07,0.0
317,10,2020-01-08,0.0
318,10,2020-01-09,0.0
319,10,2020-01-10,0.0
320,10,2020-01-11,0.0
321,10,2020-01-12,0.0
322,10,2020-01-13,0.0
323,10,2020-01-14,0.0
324,10,2020-01-15,0.0
325,10,2020-01-16,0.0
326,10,2020-01-17,0.0
327,10,2020-01-18,0.0
328,10,2020-01-19,0.0
329,10,2020-01-20,0.0
330,10,2020-01-21,0.0
331,10,2020-01-22,0.0
332,10,2020-01-23,0.0
333,10,2020-01-24,0.0
334,10,2020-01-25,0.0
335,10,2020-01-26,0.0
336,10,2020-01-27,0.0
337,10,2020-01-28,0.0
338,10,2020-01-29,0.0
339,10,2020-01-30,0.0
340,10,2020-01-31,0.0
341,11,2020-01-01,0.0047758499438444015
342,11,2020-01-02,0.005846480041145783
343,11,2020-01-03,0.0056050634505778255
344,11,2020-01-04,0.006780657282908757
345,11,2020-01-05,0.005006770160909405
346,11,2020-01-06,0.008449580669878559
347,11,2020-01-07,0.002834020845797777
348,11,2020-01-08,0.33710153142089405
349,11,2020-01-09,0.017906813196040768
350,11,2020-01-10,0.013403868963273188
351,11,2020-01-11,0.014820879386172076
352,11,2020-01-12,0.012448698974504306
353,11,2020-01-13,0.005919954655666467
354,11,2020-01-14,0.0017633907484963943
355,11,2020-01-15,0.006486758824826022
356,11,2020-01-16,0.00963567087571244
357,11,2020-01-17,0.008607026272422878
358,11,2020-01-18,0.011094666792623149
359,11,2020-01-19,0.0048493245583650845
360,11,2020-01-20,0.00603541476419897
361,11,2020-01-21,0.007232001343535808
362,11,2020-01-22,0.05475958056491483
363,11,2020-01-23,0.307890123962171
364,11,2020-01-24,0.06140378499228516
365,11,2020-01-25,0.06939152522803371
366,11,2020-01-26,0.04976330677750837
367,11,2020-01-27,0.03037650491755099
368,11,2020-01-28,0.012154800516421574
369,11,2020-01-29,0.016752212110715748
370,11,2020-01-30,0.026282919251398643
371,11,2020-01-31,0.018809501317294877
372,12,2020-01-01,0.01860600223210873
373,12,2020-01-02,0.04040728340136679
374,12,2020-01-03,0.13391123545689432
375,12,2020-01-04,0.14360409118011283
376,12,2020-01-05,0.15442828968490574
377,12,2020-01-06,0.0943295265177575
378,12,2020-01-07,0.06145178798024737
379,12,2020-01-08,0.16527542081364952
380,12,2020-01-09,0.17450197984986773
381,12,2020-01-10,0.1769404821966396
382,12,2020-01-11,0.14725037838829522
383,12,2020-01-12,0.39236190738277604
384,12,2020-01-13,0.15087373297252674
385,12,2020-01-14,0.08914675350486935
386,12,2020-01-15,0.16616979314773198
387,12,2020-01-16,0.18911770551453166
388,12,2020-01-17,0.15010931217416562
389,12,2020-01-18,0.1871990093106453
390,12,2020-01-19,0.09082083505328013
391,12,2020-01-20,0.0818924001284227
392,12,2020-01-21,0.14024063966732409
393,12,2020-01-22,0.15873197877967865
394,12,2020-01-23,0.21226436728890521
395,12,2020-01-24,0.1546041064685288
396,12,2020-01-25,0.10497790823892734
397,12,2020-01-26,0.3535828402819184
398,12,2020-01-27,0.14401687841122782
399,12,2020-01-28,0.13621978626794476
400,12,2020-01-29,0.18877371615526917
401,12,2020-01-30,0.21427097188460303
402,12,2020-01-31,0.20985644177406781
403,13,2020-01-01,0.010919811320754718
404,13,2020-01-02,0.02257861635220126
405,13,2020-01-03,0.04153301886792453
406,13,2020-01-04,0.05137578616352201
407,13,2020-01-05,0.05156446540880504
408,13,2020-01-06,0.03218553459119497
409,13,2020-01-07,0.3418946540880503
410,13,2020-01-08,0.03586477987421383
411,13,2020-01-09,0.03660377358490566
412,13,2020-01-10,0.04499213836477988
413,13,2020-01-11,0.033294025157232704
414,13,2020-01-12,0.041273584905660375
415,13,2020-01-13,0.03078616352201258
416,13,2020-01-14,0.09591194968553458
417,13,2020-01-15,0.03827830188679245
418,13,2020-01-16,0.03584119496855346
419,13,2020-01-17,0.030621069182389937
420,13,2020-01-18,0.28441037735849056
421,13,2020-01-19,0.028231132075471694
422,13,2020-01-20,0.03136006289308176
423,13,2020-01-21,0.11233490566037736
424,13,2020-01-22,0.025408805031446536
425,13,2020-01-23,0.04750000000000001
426,13,2020-01-24,0.0472562893081761
427,13,2020-01-25,0.050227987421383645
428,13,2020-01-26,0.04939465408805032
429,13,2020-01-27,0.19433176100628932
430,13,2020-01-28,0.0337185534591195
431,13,2020-01-29,0.03643081761006289
432,13,2020-01-30,0.06278301886792453
433,13,2020-01-31,0.058011006289308185
434,14,2020-01-01,0.014566990437224488
435,14,2020-01-02,0.02359283301922757
436,14,2020-01-03,0.03426705970157268
437,14,2020-01-04,0.0715516824793415
438,14,2020-01-05,0.06785221457987684
439,14,2020-01-06,0.034557003484694725
440,14,2020-01-07,0.03379992805098715
441,14,2020-01-08,0.07880564638670984
442,14,2020-01-09,0.0882878819606643
443,14,2020-01-10,0.10769263811257336
444,14,2020-01-11,0.0536395998775793
445,14,2020-01-12,0.07112750546329259
446,14,2020-01-13,0.061698963182508886
447,14,2020-01-14,0.05587861020279957
448,14,2020-01-15,0.0702845207605118
449,14,2020-01-16,0.04941930703435834
450,14,2020-01-17,0.07030599807778011
451,14,2020-01-18,0.07573439001734293
452,14,2020-01-19,0.0396095423720623
453,14,2020-01-20,0.021214220131763342
454,14,2020-01-21,0.04228346837196565
455,14,2020-01-22,0.05168516400616399
456,14,2020-01-23,0.0566034696606047
457,14,2020-01-24,0.05058445149616361
458,14,2020-01-25,0.11600435989540546
459,14,2020-01-26,0.0625526865439238
460,14,2020-01-27,0.05382752640367692
461,14,2020-01-28,0.06501183937114415
462,14,2020-01-29,0.07755459265583137
463,14,2020-01-30,0.09017251655095761
464,14,2020-01-31,0.08293466063154052
465,15,2020-01-01,0.006700961147962638
466,15,2020-01-02,0.007761382609088038
467,15,2020-01-03,0.021930418302423173
468,15,2020-01-04,0.031180903388836244
469,15,2020-01-05,0.05103560308650332
470,15,2020-01-06,0.03190289246875141
471,15,2020-01-07,0.03215107621497225
472,15,2020-01-08,0.011190830738685077
473,15,2020-01-09,0.034993908217138214
474,15,2020-01-10,0.1832949776634628
475,15,2020-01-11,0.03325662199359234
476,15,2020-01-12,0.015500203059428726
477,15,2020-01-13,0.0480348359731059
478,15,2020-01-14,0.01992238617390912
479,15,2020-01-15,0.021388926492486797
480,15,2020-01-16,0.05247958124633366
481,15,2020-01-17,0.10628280913917844
482,15,2020-01-18,0.026608305882706854
483,15,2020-01-19,0.022802821773987337
484,15,2020-01-20,0.3400418152008784
485,15,2020-01-21,0.031165861949671345
486,15,2020-01-22,0.0490952574342313
487,15,2020-01-23,0.0341440669043214
488,15,2020-01-24,0.05461546560774935
489,15,2020-01-25,0.05526224749184002
490,15,2020-01-26,0.05887219289141585
491,15,2020-01-27,0.03091015748386806
492,15,2020-01-28,0.03343711926357114
493,15,2020-01-29,0.027781538137569003
494,15,2020-01-30,0.03698689890648737
495,15,2020-01-31,0.03927319765955207
496,16,2020-01-01,0.01648484051875219
497,16,2020-01-02,0.032553452506133895
498,16,2020-01-03,0.08353049421661408
499,16,2020-01-04,0.0962802313354364
500,16,2020-01-05,0.08997108307045217
501,16,2020-01-06,0.06060506484402384
502,16,2020-01-07,0.0438244830003505
503,16,2020-01-08,0.08853618997546442
504,16,2020-01-09,0.0564099193831055
505,16,2020-01-10,0.10763888888888888
506,16,2020-01-11,0.0932461444093936
507,16,2020-01-12,0.08663030143708378
508,16,2020-01-13,0.07291666666666667
509,16,2020-01-14,0.05187521906764809
510,16,2020-01-15,0.11906326673676831
511,16,2020-01-16,0.12418944970206798
512,16,2020-01-17,0.0887114440939362
513,16,2020-01-18,0.07030976165439888
514,16,2020-01-19,0.05567604276200491
515,16,2020-01-20,0.06772476340694007
516,16,2020-01-21,0.07701323168594462
517,16,2020-01-22,0.2826191728005608
518,16,2020-01-23,0.1334560112162636
519,16,2020-01-24,0.13252497371188224
520,16,2020-01-25,0.139611812127585
521,16,2020-01-26,0.07616982124079916
522,16,2020-01-27,0.18854057132842625
523,16,2020-01-28,0.08089072905713283
524,16,2020-01-29,0.08827878548895898
525,16,2020-01-30,0.1377004468980021
526,16,2020-01-31,0.1267744479495268
527,17,2020-01-01,0.006830265848670756
528,17,2020-01-02,0.011533742331288344
529,17,2020-01-03,0.032433537832310844
530,17,2020-01-04,0.036278118609406954
531,17,2020-01-05,0.018609406952965233
532,17,2020-01-06,0.03815950920245399
533,17,2020-01-07,0.005357873210633947
534,17,2020-01-08,0.019386503067484663
535,17,2020-01-09,0.029611451942740286
536,17,2020-01-10,0.022862985685071575
537,17,2020-01-11,0.044498977505112475
538,17,2020-01-12,0.0592638036809816
539,17,2020-01-13,0.04539877300613497
540,17,2020-01-14,0.12370824812542602
541,17,2020-01-15,0.07285616905248808
542,17,2020-01-16,0.08087252897068849
543,17,2020-01-17,0.04913428766189503
544,17,2020-01-18,0.2841717791411043
545,17,2020-01-19,0.013224267211997272
546,17,2020-01-20,0.015460122699386502
547,17,2020-01-21,0.006380368098159509
548,17,2020-01-22,0.34593047034764823
549,17,2020-01-23,0.01974096796182686
550,17,2020-01-24,0.0252760736196319
551,17,2020-01-25,0.007852760736196318
552,17,2020-01-26,0.03424676209952284
553,17,2020-01-27,0.008043626448534425
554,17,2020-01-28,0.009461486025903205
555,17,2020-01-29,0.012924335378323106
556,17,2020-01-30,0.038282208588957055
557,17,2020-01-31,0.007171097477845945
558,18,2020-01-01,0.0005850491630022457
559,18,2020-01-02,0.08041595108234095
560,18,2020-01-03,0.14187756745365215
561,18,2020-01-04,0.14311057429180743
562,18,2020-01-05,0.14249407087272978
563,18,2020-01-06,0.10746661130717598
564,18,2020-01-07,0.05715867414019791
565,18,2020-01-08,0.13606482093092018
566,18,2020-01-09,0.12684243304961595
567,18,2020-01-10,0.1746277388793478
568,18,2020-01-11,0.12943426375022804
569,18,2020-01-12,0.12564717131875114
570,18,2020-01-13,0.14784129440554603
571,18,2020-01-14,0.07770459420864238
572,18,2020-01-15,0.12016154905920322
573,18,2020-01-16,0.12749668157598404
574,18,2020-01-17,0.08439805990148526
575,18,2020-01-18,0.12716326646158493
576,18,2020-01-19,0.10543466636470582
577,18,2020-01-20,0.10817118664326468
578,18,2020-01-21,0.12114292184875536
579,18,2020-01-22,0.11231056674278594
580,18,2020-01-23,0.09883556344008908
581,18,2020-01-24,0.152200854297595
582,18,2020-01-25,0.18529073168890484
583,18,2020-01-26,0.1594353331949346
584,18,2020-01-27,0.0985147300281201
585,18,2020-01-28,0.11923679393058674
586,18,2020-01-29,0.1778360729990375
587,18,2020-01-30,0.1398896584696875
588,18,2020-01-31,0.1662105799535735
589,19,2020-01-01,0.029924576354197277
590,19,2020-01-02,0.03401760351510572
591,19,2020-01-03,0.065068636917006
592,19,2020-01-04,0.07650112645704771
593,19,2020-01-05,0.04426066635881506
594,19,2020-01-06,0.08344178106152834
595,19,2020-01-07,0.041762870296517075
596,19,2020-01-08,0.07426220561689266
597,19,2020-01-09,0.08547080307291884
598,19,2020-01-10,0.10199683752431328
599,19,2020-01-11,0.07671802191343773
600,19,2020-01-12,0.08764675426444456
601,19,2020-01-13,0.049256258483410996
602,19,2020-01-14,0.058316891258413446
603,19,2020-01-15,0.08968976953108602
604,19,2020-01-16,0.08627541524984957
605,19,2020-01-17,0.3255670766690455
606,19,2020-01-18,0.0638932034759246
607,19,2020-01-19,0.0593244056364832
608,19,2020-01-20,0.04939619103592069
609,19,2020-01-21,0.06423603822957334
610,19,2020-01-22,0.09380378657487091
611,19,2020-01-23,0.18277290346053202
612,19,2020-01-24,0.3120845752347368
613,19,2020-01-25,0.13608790562948658
614,19,2020-01-26,0.10650966234275078
615,19,2020-01-27,0.06711165218364748
616,19,2020-01-28,0.06393518324167752
617,19,2020-01-29,0.06846200131536599
618,19,2020-01-30,0.0888851573541553
619,19,2020-01-31,0.10049256258483412
620,20,2020-01-01,0.016540270189458806
621,20,2020-01-02,0.032645627769170134
622,20,2020-01-03,0.066446492157982
623,20,2020-01-04,0.0795414390170975
624,20,2020-01-05,0.09386637310065508
625,20,2020-01-06,0.04106526407350023
626,20,2020-01-07,0.043280600179401454
627,20,2020-01-08,0.06633776400554513
628,20,2020-01-09,0.061743999565087394
629,20,2020-01-10,0.07867840930712984
630,20,2020-01-11,0.08169561553725298
631,20,2020-01-12,0.0650466171953573
632,20,2020-01-13,0.06015045258093452
633,20,2020-01-14,0.032917448150262305
634,20,2020-01-15,0.0711285982222947
635,20,2020-01-16,0.07683003071570306
636,20,2020-01-17,0.06681344967245643
637,20,2020-01-18,0.04644051210959799
638,20,2020-01-19,0.039977982549131534
639,20,2020-01-20,0.06946369838810514
640,20,2020-01-21,0.05682405066731904
641,20,2020-01-22,0.07284786213270271
642,20,2020-01-23,0.1405311370246541
643,20,2020-01-24,0.17634347223354807
644,20,2020-01-25,0.24364619859197043
645,20,2020-01-26,0.19569028785778356
646,20,2020-01-27,0.10879610753214275
647,20,2020-01-28,0.08960558862703526
648,20,2020-01-29,0.11373644295849301
649,20,2020-01-30,0.11748076870803774
650,20,2020-01-31,0.12137459566718312
651,21,2020-01-01,0.0015006802148637465
652,21,2020-01-02,0.006774098539992426
653,21,2020-01-03,0.05117740284147488
654,21,2020-01-04,0.1144163475968079
655,21,2020-01-05,0.027390920183447635
656,21,2020-01-06,0.011528590061850466
657,21,2020-01-07,0.001963506823186211
658,21,2020-01-08,0.025665839188791176
659,21,2020-01-09,0.026156715894587734
660,21,2020-01-10,0.03228566219267612
661,21,2020-01-11,0.03590412476683357
662,21,2020-01-12,0.03119170839118666
663,21,2020-01-13,0.011220038989635491
664,21,2020-01-14,0.011262114135846622
665,21,2020-01-15,0.023239505757282508
666,21,2020-01-16,0.04258004796566669
667,21,2020-01-17,0.09764238930730285
668,21,2020-01-18,0.036591352154948735
669,21,2020-01-19,0.006942399124836958
670,21,2020-01-20,0.024684085777198075
671,21,2020-01-21,0.011710915695432042
672,21,2020-01-22,0.018625264722794913
673,21,2020-01-23,0.04392645264442294
674,21,2020-01-24,0.034403444551969815
675,21,2020-01-25,0.3950014726301174
676,21,2020-01-26,0.30894377357961317
677,21,2020-01-27,0.08889075889538715
678,21,2020-01-28,0.051289603231371224
679,21,2020-01-29,0.065763453528001
680,21,2020-01-30,0.06113518744477637
681,21,2020-01-31,0.05365983646793173
682,22,2020-01-01,0.061584668192219666
683,22,2020-01-02,0.06793478260869565
684,22,2020-01-03,0.06379672006102212
685,22,2020-01-04,0.0727974828375286
686,22,2020-01-05,0.05335621662852783
687,22,2020-01-06,0.0626048817696415
688,22,2020-01-07,0.03766209000762776
689,22,2020-01-08,0.05715102974828376
690,22,2020-01-09,0.0827135774218154
691,22,2020-01-10,0.32789855072463764
692,22,2020-01-11,0.09029366895499619
693,22,2020-01-12,0.05022883295194508
694,22,2020-01-13,0.07666857360793287
695,22,2020-01-14,0.043668954996186116
696,22,2020-01-15,0.06323417238749048
697,22,2020-01-16,0.05511060259344012
698,22,2020-01-17,0.04690122044241037
699,22,2020-01-18,0.04273455377574371
700,22,2020-01-19,0.04289664378337147
701,22,2020-01-20,0.05736079328756674
702,22,2020-01-21,0.04811212814645308
703,22,2020-01-22,0.08785278413424867
704,22,2020-01-23,0.20674103737604885
